,source,target,maxspeed,name,length,tunnel,osmid,ref,width,bridge,railway,oneway,lanes,geometry,service
0,283560912,4675746867,90,Linha do Oeste,6443.441999999999,,"[25992944, 473542578, 473542579, 473542566]",,,yes,rail,False,,"LINESTRING (-9.1967937 38.9904128, -9.1966763 38.990687, -9.1965895 38.990865, -9.1963904 38.9911875, -9.1960936 38.9915564, -9.1957409 38.9918836, -9.1953571 38.9921742, -9.1943063 38.992848, -9.1939227 38.9931353, -9.1935878 38.9934326, -9.193276 38.9937768, -9.1929886 38.9941501, -9.1927309 38.9945496, -9.192538 38.9948815, -9.192397 38.9951889, -9.192396 38.9951911, -9.1922618 38.9955519, -9.1921645 38.9959277, -9.1919983 38.9969236, -9.1919406 38.9972216, -9.1918434 38.9975516, -9.1916737 38.9979602, -9.1915302 38.9982432, -9.1913385 38.9985388, -9.1911034 38.9988528, -9.1908667 38.9991067, -9.1905759 38.9993806, -9.1902139 38.9996624, -9.1898788 38.999889, -9.1895465 39.0000787, -9.1881077 39.0008533, -9.1878037 39.001045, -9.1877596 39.0010728, -9.1873895 39.0013442, -9.1870621 39.0016348, -9.1868747 39.0018367, -9.186676 39.0020508, -9.1837229 39.0057006, -9.1814201 39.0085371, -9.1812088 39.008869, -9.1811183 39.0090802, -9.1810014 39.0094121, -9.1809694 39.0095537, -9.1809373 39.0097472, -9.1809222 39.0099854, -9.180901 39.0111017, -9.1808317 39.0115093, -9.1807562 39.0117808, -9.1806355 39.0120222, -9.1804504 39.0123487, -9.1801956 39.0126719, -9.1798214 39.0130373, -9.1790102 39.0137436, -9.1786822 39.0140975, -9.1783644 39.0145698, -9.1781971 39.0149779, -9.1781153 39.0153135, -9.1780848 39.0156772, -9.1781006 39.0159883, -9.1781656 39.0164308, -9.1784831 39.0179163, -9.1792411 39.0214621, -9.1792981 39.0217823, -9.1793356 39.0221487, -9.1793435 39.0224335, -9.1793542 39.0226684, -9.1792948 39.0229176, -9.1792321 39.0231852, -9.1791864 39.0233269, -9.1790203 39.0237777, -9.1787788 39.0242863, -9.1782736 39.0252804, -9.1780894 39.0257537, -9.1779889 39.0261972, -9.1779463 39.0266664, -9.177946 39.0266945, -9.1779185 39.0295561, -9.177945 39.0300209, -9.178002 39.0303672, -9.178064 39.0306388, -9.1782407 39.0310453, -9.178415 39.0313549, -9.1786655 39.0316932, -9.1789327 39.0319878, -9.1792703 39.0322849, -9.1797236 39.0325914, -9.1801403 39.0328189, -9.1805571 39.0330022, -9.1816058 39.0333981, -9.1820574 39.0335892, -9.1826166 39.0338826, -9.1826939 39.0339362, -9.1829844 39.0341375, -9.1833875 39.034486, -9.1837036 39.0348425, -9.1839611 39.0352114, -9.1841958 39.0356438, -9.1848909 39.0371365, -9.185041 39.0375952, -9.1851242 39.0379365, -9.1851704 39.0382669, -9.1851939 39.0387171, -9.1851845 39.0391163, -9.185156 39.0395289, -9.1850988 39.0399094, -9.1849619 39.0407141, -9.1849073 39.0410532)",
1,283560912,4676294768,90,Linha do Oeste,394.07,,"[25985665, 473542542]",,,,rail,False,,"LINESTRING (-9.1967937 38.9904128, -9.1969809 38.9899895, -9.1970664 38.9897609, -9.1973578 38.9888781, -9.1974682 38.9885437, -9.1977795 38.987605, -9.197853 38.9873306, -9.1979297 38.9869837)",
2,283561160,4675746863,90,Linha do Oeste,54.612,,473460109,,,,rail,False,,,
3,283561160,4675746867,,Linha do Oeste,481.629,,473460089,,,,rail,False,,"LINESTRING (-9.1841659 39.0453284, -9.1844914 39.0443878, -9.1845799 39.0440514, -9.1848776 39.0423379, -9.1848977 39.0419275, -9.1849073 39.0410532)",
4,283561160,4675604345,90,"['Túnel de Cabaço', 'Túnel de Certã', 'Linha do Oeste', 'Túnel de Boiaca']",8365.927999999998,yes,"[473460113, 473460115, 473460121, 473460123, 473460134, 473460136, 473460140, 473460165, 473460167, 473460179, 473460181, 149957106, 25992947, 149957107, 25992949, 25992950, 25992951, 25992952, 25992953, 25992954]",,,yes,rail,False,,"LINESTRING (-9.1841659 39.0453284, -9.1840677 39.0459531, -9.1840366 39.0463486, -9.1840637 39.0467735, -9.1840992 39.0469878, -9.1841101 39.0470361, -9.1841777 39.0473353, -9.1842953 39.0477018, -9.1845012 39.0481337, -9.1847433 39.0485254, -9.184982 39.0488236, -9.1852952 39.0491707, -9.1856033 39.0494402, -9.186067 39.0497857, -9.1871956 39.0505177, -9.1878815 39.0509626, -9.188665 39.0514918, -9.1891512 39.0518671, -9.189703 39.0523807, -9.1900198 39.0526825, -9.1903216 39.0530144, -9.1905557 39.0533123, -9.1908798 39.0537386, -9.191091 39.0540705, -9.1922213 39.0561343, -9.1923691 39.0564042, -9.1930809 39.0577037, -9.1932394 39.0579938, -9.1937967 39.0590141, -9.1940854 39.0594751, -9.1943301 39.059808, -9.1945574 39.0600395, -9.194938 39.0603725, -9.1952799 39.060614, -9.1956189 39.0608217, -9.1960061 39.06101, -9.1964695 39.061188, -9.1971108 39.0613723, -9.1984626 39.061666, -9.199158 39.0618295, -9.1999623 39.0620818, -9.2005689 39.0623577, -9.2010923 39.0626423, -9.2020122 39.0632085, -9.2024726 39.0634918, -9.2028774 39.0637466, -9.2032292 39.0639717, -9.2034911 39.0641636, -9.2038649 39.0645034, -9.2041087 39.0647589, -9.2043859 39.0651131, -9.2045897 39.0654533, -9.2047507 39.0657968, -9.2048932 39.0662095, -9.2050589 39.0668542, -9.2052633 39.0675561, -9.2054296 39.0679536, -9.2055315 39.0681736, -9.205776 39.0685395, -9.2060211 39.068859, -9.2063322 39.0691837, -9.2068136 39.0696022, -9.2076004 39.0701663, -9.2078121 39.070314, -9.2081184 39.0705505, -9.208257 39.0706576, -9.208669 39.071033, -9.2089762 39.0713754, -9.2092138 39.0717047, -9.2094395 39.072069, -9.2095994 39.0723858, -9.2097804 39.0728369, -9.2098248 39.0729756, -9.2111614 39.0771505, -9.2113438 39.0776719, -9.2115266 39.0781023, -9.2117512 39.0785363, -9.2118803 39.0787705, -9.2119904 39.0789616, -9.2122977 39.0794951, -9.2126507 39.0799904, -9.2128597 39.0802125, -9.2130732 39.080428, -9.2133146 39.0806241, -9.2136465 39.0808655, -9.2139633 39.0810673, -9.2144491 39.0813191, -9.2149893 39.0815444, -9.2161433 39.0819549, -9.2172943 39.0822777, -9.2179293 39.0824232, -9.2188251 39.0825933, -9.2197236 39.0827248, -9.2206222 39.0828123, -9.2215281 39.0828601, -9.2216738 39.0828618, -9.2224665 39.082871, -9.2233934 39.0828594, -9.2237071 39.0828555, -9.2287671 39.0828136, -9.2295116 39.0827826, -9.2301393 39.0827405, -9.2314284 39.0826183, -9.2325015 39.0825298, -9.2330114 39.0825313, -9.2331584 39.0825449, -9.2334786 39.0825745, -9.2339549 39.0826633, -9.2344314 39.0827878, -9.234814 39.0829325, -9.2354329 39.0832153, -9.2356646 39.0833262, -9.2362412 39.0836044, -9.2365226 39.0837304, -9.2367184 39.083822, -9.2368778 39.0838805, -9.2370415 39.0839296, -9.2372233 39.0839893, -9.2374241 39.0840673, -9.2376066 39.0841512, -9.2379065 39.0842935, -9.2402492 39.0856341, -9.2409427 39.0859941, -9.2432256 39.0871353, -9.2457935 39.0884189, -9.2472227 39.0891357, -9.2498604 39.0904603)",
5,640514898,3640614974,,,200.133,,473441783,,,,rail,False,,"LINESTRING (-9.2191272 39.1379181, -9.2184265 39.1382211, -9.2171633 39.1388744)",
6,640514898,3640617640,90,Linha do Oeste,556.324,,"[473441784, 473441788]",,,,rail,False,,"LINESTRING (-9.2191272 39.1379181, -9.2182866 39.1383521, -9.2160421 39.1395108, -9.2153478 39.1398693, -9.2142771 39.1404314, -9.2137861 39.1407219)",
7,640514898,4675604346,90,Linha do Oeste,6589.740000000004,,"[26232672, 26232673, 473441766, 473441772, 473441773, 149957105, 95265145, 473441786, 473441787]",,,yes,rail,False,,"LINESTRING (-9.2191272 39.1379181, -9.2194323 39.1377665, -9.2196757 39.1376414, -9.2236494 39.1355719, -9.2241982 39.1352125, -9.2246968 39.1348234, -9.2251169 39.1344084, -9.2254908 39.13396, -9.2257794 39.1335221, -9.2260165 39.1330695, -9.226218 39.1325203, -9.2262962 39.1322401, -9.2263746 39.1319595, -9.2272469 39.128526, -9.2275434 39.12737, -9.2282075 39.1247718, -9.2284108 39.1241424, -9.2285759 39.1237623, -9.2287401 39.1234856, -9.2288081 39.1233711, -9.2290614 39.12303, -9.229359 39.1227026, -9.229786 39.1223273, -9.2301716 39.1220479, -9.2306678 39.1217567, -9.2322229 39.1209955, -9.2366015 39.1188927, -9.2372534 39.1186138, -9.2378532 39.118388, -9.2380554 39.1183136, -9.2388324 39.1180276, -9.2394174 39.1177642, -9.23987 39.1175023, -9.2403373 39.1171794, -9.2407202 39.1168502, -9.2410024 39.1165841, -9.2410759 39.116499, -9.2420329 39.1152429, -9.2424446 39.1147711, -9.2427991 39.1144433, -9.2432713 39.1141034, -9.2437486 39.1138384, -9.2443592 39.1135617, -9.2450043 39.1133522, -9.2455904 39.1132219, -9.2465826 39.1130778, -9.2468623 39.1130411, -9.2474008 39.1129704, -9.2482565 39.1127984, -9.2488193 39.1126054, -9.2494015 39.1123244, -9.249975 39.1119442, -9.2505322 39.1114888, -9.2530997 39.1092538, -9.2534797 39.1088994, -9.2536498 39.1086818, -9.253764 39.1085356, -9.2539836 39.1081959, -9.254166 39.1078467, -9.2542947 39.1075653, -9.2543845 39.1072646, -9.2544845 39.1068563, -9.254697 39.1059887, -9.2550325 39.1047512, -9.255162 39.1043029, -9.2553317 39.1039578, -9.2555115 39.1036358, -9.2556956 39.1033781, -9.2559375 39.1030893, -9.256222 39.1028133, -9.2567529 39.1023546, -9.2575881 39.101677, -9.2579267 39.1013558, -9.2582522 39.101016, -9.2584892 39.100698, -9.2587191 39.1003186, -9.2589279 39.0998893, -9.2590665 39.0994061, -9.2591325 39.0989392, -9.2591342 39.0988657, -9.259141 39.0985784, -9.2591014 39.0981553, -9.2590229 39.0977987, -9.2588562 39.0972674, -9.2583942 39.09609, -9.2583062 39.0958654, -9.2580839 39.0953459, -9.2579192 39.09505, -9.257775 39.0948332, -9.2575241 39.0945528, -9.2572383 39.094295, -9.2569718 39.0940987, -9.2566605 39.0938905, -9.256419 39.0937519, -9.256024 39.0935391)",
8,3059074867,3647596111,90,Linha do Oeste,29.555,,473423883,,,,rail,False,,,
9,3059074867,3647521387,90,Linha do Oeste,347.92799999999994,,"[473424027, 473424014]",,,,rail,False,,"LINESTRING (-9.1784181 39.1899037, -9.1782815 39.190045, -9.1780317 39.1903035, -9.1774719 39.1909061, -9.1771932 39.1912389, -9.1770066 39.191505, -9.1768399 39.1917854, -9.1767139 39.1920185, -9.1765632 39.1923283, -9.1764436 39.1926081)",
10,3059074867,4675426919,,,156.20600000000002,,473424023,,,,rail,False,,"LINESTRING (-9.1784181 39.1899037, -9.1780877 39.1903246, -9.1774198 39.1910756)",
11,3640614965,3640617778,,,174.16,,359320784,,,,rail,False,,"LINESTRING (-9.2130345 39.139457, -9.2142455 39.1394548, -9.2146649 39.1394897, -9.2148529 39.1395025, -9.21505 39.1395159)",spur
12,3640614966,3640617708,,,30.814,,359320779,,,,rail,False,,,spur
13,3640614966,3640617645,,,141.861,,359320795,,,,rail,False,,,spur
14,3640614966,3640614974,,,76.05600000000001,,359320779,,,,rail,False,,"LINESTRING (-9.2164001 39.1392168, -9.216721 39.1390648, -9.2171633 39.1388744)",spur
15,3640614974,3640614986,,Linha do Oeste,317.007,,473441782,,,,rail,False,,"LINESTRING (-9.2171633 39.1388744, -9.2147026 39.140148, -9.2141243 39.1404773)",
16,3640614986,3640617622,,,47.469,,359320785,,,,rail,False,,,spur
17,3640614986,3640617640,,,39.881,,359320785,,,,rail,False,,,spur
18,3640617598,3640617640,90,Linha do Oeste,49.163,,473441785,,,,rail,False,,,
19,3640617598,3647596111,90,Linha do Oeste,6438.335,,473423883,,,,rail,False,,"LINESTRING (-9.2133528 39.1410092, -9.2126913 39.1415274, -9.2121105 39.1420923, -9.2115522 39.1427695, -9.2111981 39.1433208, -9.2108929 39.1439, -9.2106737 39.1444493, -9.210558 39.1448173, -9.2104919 39.1450275, -9.2103975 39.1456225, -9.2103558 39.1462509, -9.2103672 39.1478992, -9.2103302 39.148395, -9.2102304 39.1488737, -9.2100593 39.1493435, -9.2098334 39.1497951, -9.2095511 39.1501942, -9.2092259 39.1505792, -9.2086358 39.1510931, -9.2078311 39.1516692, -9.2063843 39.1526611, -9.201835 39.1557801, -9.2011437 39.1562477, -9.1987304 39.1578933, -9.1977762 39.1585491, -9.1929355 39.161876, -9.1922689 39.1623606, -9.1916239 39.1629326, -9.1911036 39.1635169, -9.1905631 39.1642697, -9.1900997 39.1650634, -9.1895572 39.1659927, -9.1883488 39.1682354, -9.1878681 39.1690821, -9.1876716 39.1695278, -9.1875234 39.1700553, -9.1874504 39.1705946, -9.187443 39.1717968, -9.1873819 39.1723216, -9.187329 39.1726493, -9.1872344 39.172963, -9.1870688 39.1733563, -9.1868811 39.1736942, -9.1868576 39.1737366, -9.1865196 39.1742336, -9.1853736 39.1754398, -9.1850538 39.1758928, -9.1848325 39.1763263, -9.1847111 39.1767435, -9.1846407 39.1771664, -9.1846273 39.1785488, -9.1845374 39.1792476, -9.1844172 39.179562, -9.1841674 39.1801001, -9.1840117 39.1803382, -9.1832205 39.1812862, -9.1828216 39.1818882, -9.1828052 39.1819129, -9.1824628 39.1826595, -9.1816411 39.1848091, -9.1807628 39.187044, -9.1804633 39.1875873, -9.1800643 39.1881235, -9.1797542 39.1884757, -9.179502 39.1887438, -9.1787995 39.1894947, -9.1786199 39.1896888)",
20,3640617598,3640617727,,,47.230000000000004,,473441781,,,,rail,False,,"LINESTRING (-9.2133528 39.1410092, -9.2136134 39.1408734, -9.2138037 39.1407682)",spur
21,3640617601,3640617776,,,183.31900000000002,,359320799,,,,rail,False,,"LINESTRING (-9.2160984 39.1398085, -9.2153755 39.1401829, -9.2150805 39.1403004, -9.2146514 39.1404471, -9.2142329 39.1405871)",spur
22,3640617617,3640617645,,,198.115,,359320795,,,,rail,False,,,spur
23,3640617622,3640617645,,,52.372,,359320777,,,,rail,False,,,spur
24,3640617622,3640617701,,,147.692,,359320777,,,,rail,False,,"LINESTRING (-9.2145349 39.140193, -9.2141653 39.1403945, -9.2131145 39.1409348)",spur
25,3640617641,3640617727,,,217.25300000000001,,359320800,,,,rail,False,,"LINESTRING (-9.2158979 39.1396826, -9.2141162 39.1405959, -9.2138037 39.1407682)",spur
26,3640617694,3640617776,,,163.361,,359320778,,,,rail,False,,"LINESTRING (-9.2158342 39.1398032, -9.2147801 39.1403399, -9.2142329 39.1405871)",spur
27,3640617708,3640617778,,,91.35300000000001,,359320779,,,,rail,False,,"LINESTRING (-9.2160783 39.1393372, -9.2158647 39.1394029, -9.2157302 39.1394361, -9.2152594 39.1394996, -9.21505 39.1395159)",spur
28,3640617708,3640617745,,,309.603,,359320786,,,,rail,False,,"LINESTRING (-9.2160783 39.1393372, -9.2157583 39.1394756, -9.2130627 39.1408466)",spur
29,3640617727,3640617776,,,42.139,,359320799,,,,rail,False,,,spur
30,3640617771,3640617778,,,173.611,,359320779,,,,rail,False,,"LINESTRING (-9.2130372 39.1395194, -9.2146646 39.1395256, -9.2148518 39.1395209, -9.21505 39.1395159)",spur
31,3647521361,3647596105,,,118.862,,473424029,,,,rail,False,,"LINESTRING (-9.176285 39.192952, -9.1764352 39.1924932, -9.1765022 39.1923092, -9.1766874 39.1919311)",
32,3647521361,3647521387,90,Linha do Oeste,40.614000000000004,,473424030,,,,rail,False,,"LINESTRING (-9.176285 39.192952, -9.1763561 39.1928063, -9.1764436 39.1926081)",
33,3647521361,1106077307,90,"['Linha Oeste', 'Linha do Oeste']",8442.354000000001,,"[473424033, 473415947, 473415984, 95384017, 95384083, 473415962]",,,yes,rail,False,,"LINESTRING (-9.176285 39.192952, -9.175923 39.1937455, -9.1757514 39.1940739, -9.1756012 39.1943067, -9.1752691 39.1947431, -9.1750567 39.1949989, -9.1747093 39.1953263, -9.1742552 39.1956886, -9.173784 39.1960071, -9.1724648 39.196805, -9.1720934 39.1970296, -9.1717662 39.1972306, -9.1683281 39.1993434, -9.1670589 39.2000966, -9.1655511 39.2010139, -9.1648608 39.2014498, -9.1641443 39.2019943, -9.1633346 39.2027436, -9.1630564 39.2030802, -9.1629051 39.2032632, -9.1625299 39.2037974, -9.1621917 39.2044739, -9.1619171 39.2051556, -9.1609957 39.2081443, -9.1609377 39.2085683, -9.1609568 39.2089933, -9.1609981 39.2092997, -9.1611154 39.2097277, -9.1612596 39.2100688, -9.1617933 39.2112295, -9.1619408 39.2116178, -9.1619727 39.2117313, -9.1620656 39.2120618, -9.16215 39.212474, -9.1621782 39.2128391, -9.1621911 39.2138862, -9.1622319 39.2143281, -9.1623191 39.214779, -9.1624699 39.2153189, -9.1626596 39.2157714, -9.1629326 39.2162414, -9.1649558 39.2192009, -9.1654273 39.2200102, -9.165491 39.2201552, -9.1657212 39.2206794, -9.1659005 39.2211975, -9.1660657 39.2218405, -9.1661782 39.2225972, -9.1662041 39.2231514, -9.1661906 39.2236776, -9.1661613 39.2244785, -9.1661578 39.2245277, -9.1659994 39.2276105, -9.1659837 39.2279179, -9.1659223 39.2291098, -9.1658057 39.2313739, -9.1657103 39.2322533, -9.1648786 39.237953, -9.1648633 39.2380565, -9.1646116 39.2397555, -9.1644304 39.240565, -9.1642568 39.2410952, -9.1640477 39.2416272, -9.1637901 39.2421349, -9.1635305 39.2425766, -9.163196 39.243078, -9.1628132 39.2435541, -9.1623798 39.2440382, -9.1618763 39.2445321, -9.1601731 39.2459863, -9.1598107 39.2462957, -9.1593076 39.2467782, -9.1588989 39.2472488, -9.1585459 39.247724, -9.1582351 39.2482349, -9.1580143 39.2486904, -9.1578258 39.2491682, -9.1573625 39.250565, -9.1567967 39.2523694, -9.1567733 39.2524422, -9.1561661 39.2543307, -9.1561116 39.2545002, -9.1554753 39.2564795, -9.1553656 39.2570284, -9.1553534 39.2575264, -9.1553924 39.257977, -9.1555523 39.2587182, -9.1558416 39.2599394, -9.155893 39.2604596, -9.1558623 39.26098, -9.1557571 39.2614477)",
34,3647521387,3647596132,,,137.486,,360153602,,,,rail,False,,"LINESTRING (-9.1764436 39.1926081, -9.1765498 39.1924204, -9.1767363 39.1921392, -9.1769206 39.191806, -9.1771004 39.1914819)",
35,3647596105,3647596117,,,252.31099999999998,,360153612,,,,rail,False,,"LINESTRING (-9.1766874 39.1919311, -9.1769059 39.1914694, -9.1770897 39.1911993, -9.1773746 39.1908551, -9.1777675 39.1904382, -9.1779587 39.1902548, -9.1782301 39.1900258)",
36,3647596111,3647596117,,,50.329,,473424025,,,,rail,False,,"LINESTRING (-9.1786199 39.1896888, -9.1783663 39.1899051, -9.1782301 39.1900258)",
37,4675604330,4675604342,,Linha do Oeste,42.666,,473441760,,,,rail,False,,,
38,4675604330,4675604333,,,48.218,,473441763,,,,rail,False,,,
39,4675604330,4675604332,,Linha do Oeste,469.647,,473441760,,,,rail,False,,"LINESTRING (-9.2506036 39.0909285, -9.2510542 39.0911677, -9.2528868 39.092089, -9.2542554 39.0927769, -9.2545094 39.0929046, -9.2551741 39.0932204)",
40,4675604332,4675604344,,Linha do Oeste,45.867,,473441760,,,,rail,False,,,
41,4675604332,4675604334,,Linha do Oeste,41.012,,473441762,,,,rail,False,,,
42,4675604333,4675604341,,,38.456,,473441763,,,,rail,False,,,
43,4675604333,4675604334,,Linha do Oeste,381.117,,473441761,,,,rail,False,,"LINESTRING (-9.2510326 39.0912063, -9.2544837 39.0929341, -9.2547436 39.0930642)",
44,4675604334,4675604341,,Linha do Oeste,343.263,,473441762,,,,rail,False,,"LINESTRING (-9.2547436 39.0930642, -9.2544631 39.0929578, -9.2542796 39.0928883, -9.2513747 39.0914279)",
45,4675604336,4675604341,,,285.57099999999997,,473441763,,,,rail,False,,"LINESTRING (-9.2539953 39.092983, -9.252744 39.0923564, -9.2523578 39.0921222, -9.2520158 39.0918932, -9.2516148 39.0915903, -9.2513747 39.0914279)",
46,4675604342,4675604345,,Linha do Oeste,39.953,,473441764,,,,rail,False,,,
47,4675604342,4675604344,,Linha do Oeste,557.4200000000001,,473441764,,,,rail,False,,"LINESTRING (-9.2502241 39.0906826, -9.2533504 39.0922525, -9.2542944 39.0927265, -9.2545519 39.0928558, -9.2551473 39.0931547, -9.2556555 39.0933952)",
48,4675604344,4675604346,,Linha do Oeste,35.6,,473441760,,,,rail,False,,,
49,4675604345,4675604346,90,Linha do Oeste,632.578,,"[25992948, 473441765]",,,,rail,False,,"LINESTRING (-9.2498604 39.0904603, -9.2533766 39.0922167, -9.254321 39.0926884, -9.2545834 39.0928195, -9.256024 39.0935391)",
50,4675746818,4675746821,,Linha do Oeste,84.183,,473460088,,,,rail,False,,"LINESTRING (-9.1845879 39.0419525, -9.1846255 39.0417494, -9.1847408 39.0414494, -9.1848226 39.0412192)",
51,4675746821,4675746865,,Linha do Oeste,60.811,,473460086,,,,rail,False,,,
52,4675746821,4675746823,,Linha do Oeste,50.778999999999996,,473460088,,,,rail,False,,"LINESTRING (-9.1848226 39.0412192, -9.1848575 39.0410567, -9.1849058 39.0407672)",
53,4675746863,4675746866,,,396.65999999999997,,473460090,,,,rail,False,,"LINESTRING (-9.1842488 39.0448415, -9.1846717 39.0424074, -9.184863 39.0413063)",
54,4675746863,4675746865,90,Linha do Oeste,345.157,,"[473460071, 473460111]",,,,rail,False,,"LINESTRING (-9.1842488 39.0448415, -9.1842756 39.0444364, -9.1843078 39.0441781, -9.1845906 39.0425555, -9.1847316 39.0417615)",
55,4675746865,4675746866,90,Linha do Oeste,51.873,,473460074,,,,rail,False,,,
56,4675746866,4675746867,90,Linha do Oeste,28.402,,473460073,,,,rail,False,,,
57,25413331,25413332,110,,76.966,,23700193,,,,rail,False,,,
58,25413331,1152964991,110,,753.513,,"[23700193, 779957548, 23704109, 22282354, 23700190]",,,yes,rail,False,,"LINESTRING (-9.1748979 38.6690558, -9.1754505 38.6684467, -9.1757396 38.6681617, -9.1762776 38.6677837, -9.1770078 38.6673716, -9.1778146 38.6670237, -9.1785696 38.6666991, -9.1786323 38.6666721, -9.1799665 38.6661163, -9.1807771 38.6657559, -9.1809564 38.6656805, -9.1813315 38.6655247, -9.1819268 38.6652314)",
59,25413331,1152964212,110,,156.897,,"[99729582, 99729503]",,,yes,rail,False,,"LINESTRING (-9.1748979 38.6690558, -9.17518 38.6686787, -9.1753892 38.6684044, -9.1756735 38.6681321, -9.175939 38.6679101)",
60,25413332,9189867757,110,Túnel do Pragal,4373.940000000002,yes,"[23700193, 22281159, 22282352, 100721909, 26739897]",,,yes,rail,False,,"LINESTRING (-9.1744921 38.6696712, -9.1742908 38.6701572, -9.1741558 38.6706387, -9.1740711 38.6713453, -9.1740698 38.6715147, -9.1741758 38.6733622, -9.1743471 38.6751882, -9.1745847 38.6773312, -9.1748686 38.679468, -9.1749611 38.6798471, -9.1751641 38.6807186, -9.1761125 38.685, -9.1780979 38.6939945, -9.1790278 38.6983012, -9.1792271 38.6991738, -9.179444 38.7000929, -9.1795922 38.7007876, -9.1797032 38.7014542, -9.1797703 38.7021404, -9.1797487 38.7028327, -9.1796643 38.7035186, -9.1795007 38.7041725, -9.1793109 38.7048352, -9.1790322 38.7054777, -9.1787856 38.7061194, -9.1785226 38.706773, -9.178261 38.7074299, -9.1781606 38.7076628, -9.1780129 38.7078885, -9.177767 38.7082194, -9.1776796 38.7083497)",
61,25413332,1152964260,110,,149.425,,99729525,,,,rail,False,,"LINESTRING (-9.1744921 38.6696712, -9.1748286 38.668974, -9.1749895 38.6687164, -9.1751987 38.6684504)",
62,25413870,293283716,,,49.027,,26739902,,,,rail,False,,"LINESTRING (-9.1769274 38.712748, -9.1768972 38.7125197, -9.1768737 38.7123091)",siding
63,25413870,207719316,110,,1809.3800000000006,,"[26738796, 26738797, 100721909, 19789430, 19789431]",,,yes,rail,False,,"LINESTRING (-9.1769274 38.712748, -9.177047 38.7132997, -9.1771063 38.7137717, -9.1770965 38.7142809, -9.1770285 38.714701, -9.1769238 38.7150821, -9.1767687 38.7154773, -9.1765956 38.7157943, -9.1764496 38.7160396, -9.1761736 38.7164139, -9.175881 38.7167364, -9.1748648 38.7178027, -9.1746194 38.7181389, -9.1742815 38.7186989, -9.17414 38.7190437, -9.1739531 38.7197543, -9.1738533 38.7201905, -9.1737638 38.720883, -9.173668 38.7215831, -9.1736172 38.7218648, -9.1735496 38.7221541, -9.1734633 38.7224392, -9.1732279 38.7230233, -9.1727457 38.7239308, -9.1721625 38.7249959, -9.1719803 38.7254235, -9.1719171 38.7256098, -9.1718607 38.725796, -9.1716323 38.7266323, -9.171551 38.7269237, -9.171462 38.7272063, -9.1713588 38.7274887, -9.1712936 38.7276481, -9.1711257 38.7280587)",
64,25413870,9189867757,110,,506.91600000000005,,100721909,,,,rail,False,,"LINESTRING (-9.1769274 38.712748, -9.1767606 38.7120426, -9.1766906 38.7116609, -9.1766678 38.7111989, -9.1766819 38.7108481, -9.1767047 38.7106091, -9.1767986 38.7101159, -9.1769361 38.709688, -9.1770598 38.7093664, -9.1772259 38.7090355, -9.1773934 38.7087639, -9.1775479 38.7085341, -9.1776796 38.7083497)",
65,25414212,287368981,90,,289.76199999999994,,26240766,,,,rail,False,,"LINESTRING (-9.1581447 38.7405707, -9.1573247 38.7405675, -9.1570904 38.7405772, -9.1567867 38.7406197, -9.1563921 38.7407027, -9.1562285 38.7407506, -9.1560767 38.7407951, -9.1557206 38.7409384, -9.1554717 38.7410639, -9.1550285 38.7412977)",
66,25414212,287360613,90,,54.768,,"[33242597, 26240766]",,,,rail,False,,"LINESTRING (-9.1581447 38.7405707, -9.1583141 38.7405797, -9.1587754 38.7405943)",
67,25414212,287368976,,,347.528,,26241580,,,,rail,False,,"LINESTRING (-9.1581447 38.7405707, -9.1573236 38.7405225, -9.1570871 38.7405252, -9.1567732 38.7405438, -9.1563516 38.7406085, -9.1560159 38.7406928, -9.1556426 38.7408239, -9.1553825 38.7409469, -9.1544341 38.7414351)",
68,26238951,290854912,100,,281.312,,4321127,,,,rail,False,,"LINESTRING (-9.3862171 38.7987218, -9.3861927 38.79874, -9.3854217 38.7993127, -9.384483 38.8000145, -9.3838721 38.8004712)",
69,26238952,561495776,,,37.549,,26537162,,,,rail,False,,,siding
70,26238952,290854913,100,,70.617,yes,26537164,,,,rail,False,,,
71,26238952,290854912,100,,65.902,,574667036,,,,rail,False,,,
72,26239378,26239923,100,,958.255,,"[26509658, 26509739, 26509741]",,,yes,rail,False,,"LINESTRING (-9.3425538 38.797486, -9.3422213 38.7975398, -9.3413708 38.7976773, -9.3399843 38.7978927, -9.3395708 38.7979426, -9.3393099 38.7979662, -9.3389186 38.7979736, -9.3385565 38.7979695, -9.3381409 38.797943, -9.3378679 38.7979124, -9.3375888 38.797866, -9.3373101 38.797812, -9.337053 38.7977508, -9.3366967 38.7976558, -9.3363481 38.7975364, -9.3357525 38.7972664, -9.3353581 38.7970427, -9.3349833 38.7968028, -9.3347208 38.7965982, -9.3343858 38.7963412, -9.3328595 38.7950997)",
73,26239378,1146427009,100,,862.7169999999999,,26537047,,,,rail,True,,"LINESTRING (-9.3521899 38.7988177, -9.3480132 38.7976504, -9.3473622 38.7975253, -9.3468573 38.7974398, -9.3463211 38.7973739, -9.345909 38.7973392, -9.3454294 38.7973117, -9.3448077 38.7972994, -9.3443336 38.7973058, -9.3438395 38.7973325, -9.343396 38.7973731, -9.3429936 38.7974231, -9.3425538 38.797486)",
74,26239923,290563985,100,,16.175,,574667035,,,,rail,True,,,
