,source,target,maxspeed,name,length,tunnel,osmid,ref,width,bridge,railway,oneway,lanes,geometry,service
2267,1139936651,1139936835,190,,276.785,,576509506,,,,rail,False,,,
2268,1139936651,1139936938,190,,20.544,,625422803,,,,rail,False,,,
2269,1139936651,1139937101,,,128.37300000000002,,98540641,,,,rail,False,,"LINESTRING (-9.1002662 38.7572994, -9.1002597 38.7573891, -9.1002549 38.757479, -9.1002527 38.7575448, -9.1002514 38.757629, -9.1002531 38.7580114, -9.1002539 38.7581136, -9.100253 38.7581928, -9.1002511 38.7582612, -9.1002461 38.758359, -9.1002396 38.7584534)",crossover
2270,1139936681,1139936984,,,40.376,,945251127,,,,rail,False,,,yard
2271,1139936703,8763464145,190,,168.456,,8169579,,,,rail,False,,,
2272,1139936703,1139937101,190,,20.498,,576509510,,,,rail,False,,,
2273,1139936703,1139936835,,,128.33499999999998,,98540695,,,,rail,False,,"LINESTRING (-9.1002233 38.7586373, -9.100212 38.7587391, -9.1001994 38.7588288, -9.1001868 38.7589098, -9.1001715 38.7589976, -9.1000813 38.7594832, -9.1000677 38.7595697, -9.1000579 38.7596395, -9.1000485 38.7597162, -9.1000414 38.7597824)",crossover
2274,1139936737,8755739662,,,672.6149999999999,,"[440142056, 636388104, 98501754, 95435507]",,,yes,rail,False,,"LINESTRING (-9.098639 38.7706154, -9.0986391 38.7704949, -9.0986412 38.7703856, -9.0986444 38.77027, -9.0986508 38.7700904, -9.0986623 38.7699089, -9.0986758 38.7697288, -9.0986919 38.7695465, -9.0987259 38.7691761, -9.0988523 38.7677743, -9.0989752 38.7664111, -9.0990198 38.7659222, -9.0990382 38.7657523, -9.0990633 38.7655601, -9.0991137 38.7652359, -9.0992196 38.7645857)",crossover
2275,1139936737,1139936998,,,108.67599999999999,,98540684,,,,rail,False,,"LINESTRING (-9.098639 38.7706154, -9.0986401 38.7709849, -9.0986433 38.7710604, -9.0986456 38.771101, -9.098649 38.7711417, -9.0986586 38.7712143, -9.0986689 38.7712863, -9.0986785 38.771355, -9.0986847 38.771415, -9.098689 38.7714763, -9.0986919 38.7715323, -9.0986932 38.771591)",siding
2276,1139936875,1139936984,,,212.84,,98540651,,,,rail,False,,"LINESTRING (-9.1012439 38.7507812, -9.1012158 38.750876, -9.1011501 38.751108, -9.1010892 38.7513385, -9.1010279 38.7515886, -9.1009711 38.7518368, -9.1008801 38.7522718, -9.1008014 38.7526634)",yard
2277,1139936885,1139936998,,,82.151,,440142066,,,,rail,False,,,siding
2278,1139936885,1139936993,,,121.223,,98540666,,,,rail,False,,"LINESTRING (-9.0986903 38.7708522, -9.098692 38.7709141, -9.0986945 38.7709668, -9.0986981 38.7710176, -9.0987039 38.7710741, -9.0987148 38.7711563, -9.0987808 38.7716226, -9.0987891 38.7716841, -9.0987963 38.7717437, -9.0988012 38.7717967, -9.0988033 38.7718436, -9.098805 38.7718926, -9.0988058 38.771938)",crossover
2279,1139936993,1146583648,190,,3240.1679999999997,,"[99123253, 98540675, 98540653]",,,yes,rail,False,,"LINESTRING (-9.0988058 38.771938, -9.0988075 38.7723829, -9.098811 38.7726018, -9.0988194 38.772819, -9.0988301 38.773029, -9.098846 38.7732384, -9.098865 38.7734435, -9.0988875 38.7736492, -9.0989123 38.7738481, -9.0989396 38.7740465, -9.0990656 38.7748866, -9.0992648 38.7765268, -9.0994101 38.7775115, -9.0995554 38.7784962, -9.0997222 38.7794774, -9.0998852 38.7804384, -9.0999399 38.7808205, -9.1003226 38.7834929, -9.1006196 38.7855854, -9.100706 38.7862212, -9.1008447 38.7872521, -9.1009234 38.7879583, -9.100945 38.7884151, -9.1009541 38.7892467, -9.1008876 38.7903405, -9.1008343 38.7907902, -9.1007474 38.7913231, -9.1006176 38.7918865, -9.1005176 38.7922624, -9.100285 38.7930985, -9.1000116 38.7940519, -9.099897 38.7944266, -9.0996157 38.7953654, -9.0994549 38.7959232, -9.0994315 38.7960095, -9.0991222 38.7970345, -9.0989859 38.7974478, -9.0986181 38.7986341, -9.0982674 38.7996066, -9.0981848 38.7998258, -9.0978026 38.8006955)",
2280,1139936996,1139937112,,,380.882,,98540685,,,,rail,False,,"LINESTRING (-9.0991843 38.7750408, -9.0991608 38.7748787, -9.0990391 38.7740385, -9.0990099 38.7738405, -9.0989857 38.7736385, -9.0989629 38.7734355, -9.0989432 38.7732308, -9.0989282 38.7730239, -9.098919 38.7728152, -9.098913 38.772598, -9.0989116 38.7723849, -9.098913 38.7722931, -9.0989157 38.7721943, -9.098919 38.7720654, -9.0989359 38.7717292, -9.0989424 38.7716263)",siding
2281,1139936998,1139937173,,,366.71000000000004,,440142066,,,,rail,False,,"LINESTRING (-9.0986932 38.771591, -9.0986945 38.7719412, -9.0986975 38.7721652, -9.0987042 38.7723845, -9.0987153 38.772605, -9.0987309 38.7728268, -9.0987733 38.7732493, -9.0987906 38.7733858, -9.0988062 38.7735004, -9.0988238 38.7736322, -9.0990074 38.7748768)",siding
2282,1139937047,1139937100,,,147.101,,440142061,,,,rail,False,,"LINESTRING (-9.0996691 38.7636531, -9.0996631 38.7638401, -9.0996526 38.7639418, -9.0996387 38.7640589, -9.0995221 38.7649706)",
2283,1139937101,8763464137,190,,97.826,,26245464,,,,rail,False,,,
2284,1139937140,8763464155,190,,406.787,,26245465,,,,rail,False,,,
2285,1146583250,1146584540,,,86.271,,99123206,,,,rail,False,,"LINESTRING (-9.0963981 38.803102, -9.0962103 38.8035535, -9.0960681 38.8038336)",yard
2286,1146583263,1146585286,,,63.432,,99123211,,,,rail,False,,,siding
2287,1146583263,1677253966,190,"Linha do Norte, Porto=>Lx, linha 2",1455.5460000000003,,"[155323508, 99123036, 155323512, 155323503]",,,yes,rail,True,,"LINESTRING (-9.018971 38.9092732, -9.0200904 38.9071734, -9.0217605 38.9040408, -9.0218008 38.9039649, -9.0228286 38.902091, -9.023273 38.901191, -9.0235052 38.9007584, -9.0237468 38.9003272, -9.024136 38.8996856, -9.0244464 38.8992156, -9.0246731 38.8988954, -9.0247321 38.898812, -9.0249803 38.8984816, -9.0253463 38.8980242, -9.0258116 38.8974839, -9.0259076 38.8973757)",
2288,1146583263,1676939372,190,"Linha do Norte, Porto=>Lx, linha 2",991.236,,99123036,,,,rail,True,,"LINESTRING (-9.0145848 38.9175084, -9.0151192 38.9165048, -9.0154538 38.9158806, -9.0156351 38.9155404, -9.016535 38.9138518, -9.018971 38.9092732)",
2289,1146583265,1146584557,190,,6288.975,yes,"[99123002, 155425227, 155425220, 99123214]",,,,rail,False,,"LINESTRING (-9.083782 38.8328239, -9.0833895 38.8339904, -9.0828473 38.8353446, -9.0823892 38.8363891, -9.0818902 38.8374716, -9.0812181 38.8388055, -9.0809449 38.8393189, -9.0806783 38.8398059, -9.0805193 38.8400828, -9.0799864 38.8410252, -9.0798452 38.8412786, -9.0794038 38.8420377, -9.0788175 38.8430908, -9.0782014 38.8441658, -9.0776581 38.8451865, -9.0772542 38.8458824, -9.0767214 38.8468043, -9.0761903 38.8477422, -9.0756941 38.8485381, -9.0749819 38.8496646, -9.07423 38.8507544, -9.0739051 38.8512119, -9.0735349 38.8517445, -9.0729232 38.8525685, -9.0724475 38.8531214, -9.0720309 38.8535558, -9.0715722 38.8540062, -9.0708941 38.85459, -9.070383 38.8549854, -9.0696324 38.8555181, -9.068311 38.8563576, -9.0666695 38.8573763, -9.0661572 38.8577329, -9.0655845 38.8581112, -9.0651684 38.8583944, -9.064858 38.8586366, -9.0646255 38.8588318, -9.0641833 38.8592151, -9.0637621 38.8596209, -9.063522 38.8598681, -9.06315 38.8602986, -9.0626225 38.8609059, -9.0619868 38.8616408, -9.0610532 38.862735, -9.0602529 38.8636791, -9.0596471 38.8643643, -9.0585833 38.8655986, -9.0568872 38.8676441, -9.0558089 38.8689295, -9.0538584 38.8712059, -9.0535312 38.8715828, -9.0530222 38.8722031, -9.0528283 38.8724397, -9.0524903 38.8727885, -9.0522084 38.873084, -9.0517045 38.8735683, -9.050319 38.8748432, -9.0484943 38.8765225, -9.0449562 38.8797779)",
2290,1146583265,5293012903,190,,3638.946,yes,"[547821872, 99123225, 99123002]",,,,rail,False,,"LINESTRING (-9.083782 38.8328239, -9.0841974 38.8315977, -9.0857226 38.8271608, -9.0860196 38.8262553, -9.0860925 38.8260606, -9.0862961 38.8255166, -9.0865214 38.8249149, -9.0868248 38.8241343, -9.087408 38.8225336, -9.087809 38.8214804, -9.0882659 38.820279, -9.0886494 38.8192439, -9.0891395 38.8179622, -9.0897135 38.816582, -9.090249 38.8154698, -9.0907022 38.8145773, -9.0912034 38.8135943, -9.0917133 38.8126024, -9.0923569 38.8113579, -9.0930473 38.809999, -9.0937158 38.8086124, -9.094376 38.8072974, -9.0949397 38.8061952, -9.0954362 38.8052738, -9.0964333 38.8034246, -9.0968532 38.8026016, -9.0972249 38.8018677)",
2291,1146583265,1146584340,,,1504.1260000000004,,"[99123112, 99122987]",,,,rail,False,,"LINESTRING (-9.083782 38.8328239, -9.0839794 38.8323638, -9.0841618 38.8319501, -9.0842718 38.8316659, -9.0843147 38.8315552, -9.0845641 38.8308552, -9.0849772 38.8297332, -9.0854412 38.8284147, -9.0857041 38.8276312, -9.0858248 38.8272843, -9.0860179 38.8266992, -9.086093 38.8264276, -9.0861413 38.8261204, -9.086203 38.8254497, -9.0862378 38.8251508, -9.0863371 38.8247475, -9.0865678 38.8240851, -9.0869862 38.8228752, -9.0872464 38.8221355, -9.0874743 38.8214981, -9.0876433 38.8210593, -9.0877372 38.8206664, -9.0878633 38.820075, -9.0879357 38.8197176)",yard
2292,1146583295,1146585049,,,56.316,,155422233,,,,rail,False,,,
2293,1146583295,1146584108,,,136.294,,"[155422234, 155422228, 155422236]",,,yes,rail,False,,"LINESTRING (-9.0431384 38.8815812, -9.0435384 38.8812138, -9.0436838 38.8810829, -9.0437389 38.8810334, -9.0438454 38.8809375, -9.0441961 38.8806749)",yard
2294,1146583295,1146584069,,,654.675,,155422228,,,,rail,False,,"LINESTRING (-9.0431384 38.8815812, -9.0428822 38.8818223, -9.0421332 38.8825063, -9.0416443 38.8829723, -9.0411883 38.8834206, -9.0402231 38.8844301, -9.0397103 38.8849527, -9.0391674 38.8854797, -9.0384153 38.8861776)",yard
2295,1146583300,1146584695,,,290.776,,99123238,,,,rail,False,,"LINESTRING (-9.0943042 38.8070624, -9.0941406 38.8073048, -9.0933377 38.8084884, -9.0930158 38.8089399, -9.0926805 38.8093495)",yard
2296,1146583302,1146584417,,,31.196,,99123074,,,,rail,False,,,yard
2297,1146583302,1146585359,,,51.295,,99123074,,,,rail,False,,,yard
2298,1146583302,1678205853,,,48.038,,155425222,,,,rail,False,,,yard
2299,1146583359,1146585537,,,626.93,,99123010,,,,rail,False,,"LINESTRING (-9.0885606 38.8168212, -9.0886196 38.8163844, -9.0887028 38.8160542, -9.0887779 38.8158598, -9.0890998 38.8152454, -9.0897086 38.8140332, -9.0903204 38.8128411, -9.0909986 38.8115337)",yard
2300,1146583359,1146585050,,,627.8530000000001,,99123096,,,,rail,False,,"LINESTRING (-9.0885606 38.8168212, -9.0885794 38.8164241, -9.0886062 38.8162402, -9.0886545 38.8160479, -9.0887484 38.8158076, -9.0890327 38.8152475, -9.0894324 38.8144784, -9.0898776 38.8135923, -9.0903229 38.8127228, -9.0907171 38.8119496, -9.0909424 38.811519)",yard
2301,1146583359,1146584952,,,58.010999999999996,,99123096,,,,rail,False,,"LINESTRING (-9.0885606 38.8168212, -9.0885365 38.8170699, -9.0884857 38.8173393)",yard
2302,1146583384,1146584245,,,56.41,,99123234,,,,rail,False,,,yard
2303,1146583384,1146585205,,,832.5880000000001,,99123043,,,,rail,False,,"LINESTRING (-9.0885875 38.8178849, -9.0887457 38.8175652, -9.0892071 38.8166811, -9.0898588 38.8154042, -9.0905026 38.8141294, -9.09109 38.8129799, -9.0914172 38.8123487, -9.0915674 38.8119934, -9.0918678 38.8111992, -9.0919836 38.8108855)",yard
2304,1146583384,1146584340,,,211.47400000000002,,99123209,,,,rail,False,,"LINESTRING (-9.0885875 38.8178849, -9.0882468 38.818819, -9.0880617 38.8193415, -9.0879357 38.8197176)",yard
2305,1146583385,1146585425,,,140.979,,99123199,,,,rail,False,,,yard
2306,1146583385,1146584616,,,50.602,,99123199,,,,rail,False,,,yard
2307,1146583385,1678205853,,,410.77299999999997,,99123219,,,,rail,False,,"LINESTRING (-9.0455835 38.8794663, -9.0460121 38.8791492, -9.0462528 38.8789781, -9.0464979 38.8788247, -9.0467337 38.8787025, -9.0469241 38.878625, -9.0471484 38.8785571, -9.0474357 38.8784864, -9.047687 38.8784658, -9.0479603 38.8784631, -9.0482437 38.8784828, -9.0484932 38.8785298, -9.0486663 38.8785799, -9.0492725 38.8788093, -9.0497652 38.8789953)",yard
2308,1146583406,1146584600,,,355.714,,99123091,,,,rail,False,,"LINESTRING (-9.0860072 38.8236839, -9.0858194 38.8241687, -9.0855029 38.8249189, -9.0852132 38.8256294, -9.0851355 38.8258446, -9.0850791 38.8260389, -9.0850416 38.8262625, -9.0849936 38.8267703)",yard
2309,1146583418,1146584004,,,40.473,,99123090,,,,rail,False,,,yard
2310,1146583495,1146583677,190,"Linha do Norte, Lx=>Porto, linha 1",291.032,,155323500,,,,rail,False,,"LINESTRING (-9.0280466 38.8953563, -9.027022 38.8963015, -9.0265892 38.8967202, -9.0262019 38.8971176, -9.0259415 38.8973962)",
2311,1146583495,1146585494,190,"Linha do Norte, Lx=>Porto, linha 1",420.68499999999995,,155323500,,,,rail,False,,"LINESTRING (-9.0280466 38.8953563, -9.0288752 38.8946001, -9.0297443 38.8938379, -9.0303509 38.893331, -9.0312975 38.8925445)",
2312,1146583497,1678205854,,,15.318,,99123239,,,,rail,False,,,yard
2313,1146583497,1146583709,,,86.447,,99123239,,,,rail,False,,,yard
2314,1146583497,1678205864,,,55.188,,155425224,,,,rail,False,,,yard
2315,1146583499,1146585279,,,384.34900000000005,,99123157,,,,rail,False,,"LINESTRING (-9.0859213 38.8223423, -9.0856478 38.8228669, -9.0852267 38.8236609, -9.0848994 38.8243108, -9.0848082 38.824501, -9.0847278 38.8247371, -9.0846902 38.824967, -9.0846875 38.8251508, -9.0847036 38.8253243, -9.0847787 38.8256147)",yard
2316,1146583514,1146584201,,,54.32,,99123143,,,,rail,False,,,yard
2317,1146583514,1678205860,,,440.922,,99123031,,,,rail,False,,"LINESTRING (-9.0455128 38.8796128, -9.0458399 38.8793754, -9.0460929 38.8792054, -9.0463612 38.8790558, -9.046599 38.8789627, -9.0468589 38.8788821, -9.0471174 38.8788288, -9.047348 38.8788004, -9.0475711 38.8787914, -9.0478147 38.8787938, -9.0481188 38.8788284, -9.0483273 38.8788699, -9.0486276 38.8789619, -9.0500812 38.8795242)",yard
2318,1146583514,1146583930,,,490.4290000000001,,99123143,,,,rail,False,,"LINESTRING (-9.0455128 38.8796128, -9.0458048 38.8793564, -9.0460654 38.8791739, -9.0463432 38.8790264, -9.0465872 38.8789261, -9.0468478 38.8788465, -9.047106 38.8787935, -9.0473434 38.8787611, -9.0475477 38.8787495, -9.0478137 38.8787557, -9.0481416 38.8787922, -9.0483999 38.8788488, -9.048577 38.8789004, -9.0487647 38.8789651, -9.0505599 38.8796686)",yard
2319,1146583546,1146583891,,,268.974,,99122994,,,,rail,False,,"LINESTRING (-9.0439408 38.8822752, -9.0421789 38.8838927, -9.041931 38.8841201)",yard
2320,1146583648,1146584406,,,102.601,,99123009,,,,rail,False,,,crossover
2321,1146583648,5293012903,190,,139.639,,547821875,,,,rail,False,,"LINESTRING (-9.0978026 38.8006955, -9.0975328 38.801267, -9.0972249 38.8018677)",
2322,1146583662,1146585048,,,504.1369999999999,,99123041,,,,rail,False,,"LINESTRING (-9.0849611 38.8263231, -9.0849289 38.8259867, -9.0849343 38.8258007, -9.0849611 38.8255625, -9.0850174 38.8253473, -9.0851247 38.8250819, -9.0855512 38.8240266, -9.0858058 38.8234161, -9.0862405 38.8225095, -9.0863807 38.8222505, -9.0865034 38.8219913)",yard
2323,1146583662,1146585279,,,80.4,,99123140,,,,rail,False,,"LINESTRING (-9.0849611 38.8263231, -9.0848726 38.8259094, -9.0847787 38.8256147)",yard
2324,1146583662,1146584600,,,49.818000000000005,,99123140,,,,rail,False,,"LINESTRING (-9.0849611 38.8263231, -9.0849906 38.8266512, -9.0849936 38.8267703)",yard
2325,1146583666,1146585495,,,46.431,,99123164,,,,rail,False,,,crossover
2326,1146583666,1146584818,190,Linha 2 (Alverca),411.813,,"[155422177, 155323459]",,,,rail,False,,"LINESTRING (-9.0327402 38.8911787, -9.0330975 38.8908422, -9.033474 38.8904877, -9.0341264 38.8898913, -9.035254 38.8888604, -9.0358024 38.8883442)",
2327,1146583666,1146585494,,"Linha do Norte, Lisboa => Porto",196.71999999999997,,155323569,,,,rail,False,,"LINESTRING (-9.0327402 38.8911787, -9.0318719 38.8919568, -9.0316919 38.8921505, -9.0312975 38.8925445)",
2328,1146583677,1676939398,190,"Linha do Norte, Lx=>Porto, linha 1",2545.127,,"[155323482, 155323476, 155323493, 155323486]",,,yes,rail,True,,"LINESTRING (-9.0259415 38.8973962, -9.0258465 38.8975041, -9.0253811 38.8980448, -9.0250178 38.8984997, -9.0247716 38.8988278, -9.0244859 38.8992306, -9.0241755 38.8997005, -9.0237896 38.9003357, -9.0235464 38.9007711, -9.0233179 38.901202, -9.0228682 38.9021051, -9.0218197 38.9040159, -9.0217823 38.9040863, -9.0165756 38.9138628, -9.0154971 38.9158894, -9.0151579 38.9165216, -9.0141854 38.9183469)",
2329,1146583747,1146585262,,,371.9870000000001,,99123120,,,,rail,False,,"LINESTRING (-9.0835771 38.8328778, -9.0840438 38.831551, -9.084143 38.8311248, -9.0842181 38.8307717, -9.0843227 38.8302827, -9.0844488 38.8297416, -9.0844752 38.8296103)",yard
2330,1146583789,1146585286,,,309.321,,99123053,,,,rail,False,,,siding
2331,1146583813,1146583868,,,109.107,,99123011,,,,rail,False,,"LINESTRING (-9.0464135 38.8791457, -9.0466359 38.879044, -9.0468839 38.8789568, -9.047137 38.8789009, -9.0473672 38.8788734, -9.0476013 38.8788643)",yard
2332,1146583813,1146584852,,,120.81,,99123011,,,,rail,False,,"LINESTRING (-9.0464135 38.8791457, -9.0461848 38.8792666, -9.0459046 38.879434, -9.0456558 38.8796053, -9.0453349 38.8798326)",yard
2333,1146583813,1146585372,,,233.61200000000002,,99123171,,,,rail,False,,"LINESTRING (-9.0464135 38.8791457, -9.0461966 38.8792853, -9.0460532 38.8794004, -9.0454414 38.879936, -9.0452098 38.8801319, -9.0449672 38.8803107, -9.0447142 38.8804513, -9.0444785 38.8806005)",yard
2334,1146583844,1146585496,,,30.66,,99123186,,,,rail,False,,,yard
2335,1146583844,1146584058,,,828.005,,99123080,,,,rail,False,,"LINESTRING (-9.0848803 38.8279987, -9.0849504 38.8276876, -9.0850362 38.8274076, -9.0851086 38.8271882, -9.0854064 38.826321, -9.0858757 38.8250129, -9.0863237 38.8237717, -9.0867689 38.8224865, -9.0871552 38.8214354, -9.0872678 38.821124, -9.087418 38.8208231)",yard
2336,1146583844,1146584929,,,48.705999999999996,,99123080,,,,rail,False,,"LINESTRING (-9.0848803 38.8279987, -9.0848619 38.8280804, -9.0847947 38.8284316)",yard
2337,1146583864,1146585019,,,340.786,,99123160,,,,rail,False,,"LINESTRING (-9.0349443 38.889379, -9.0354034 38.8889666, -9.0374965 38.8870453)",yard
2338,1146583868,1146584504,,,37.094,,99123111,,,,rail,False,,,yard
2339,1146583868,1678205864,,,239.329,,99123011,,,,rail,False,,"LINESTRING (-9.0476013 38.8788643, -9.0478926 38.8788845, -9.0480776 38.87891, -9.0482692 38.8789559, -9.0484053 38.8790027, -9.0485796 38.8790611, -9.0489119 38.8791753, -9.0501521 38.8796504)",yard
2340,1146583891,1146584736,,,190.873,,99122994,,,,rail,False,,"LINESTRING (-9.041931 38.8841201, -9.0413141 38.8846867, -9.0410125 38.8849588, -9.0408469 38.8850813, -9.0406432 38.8851907, -9.0403654 38.8853037)",yard
2341,1146583891,1146585590,,,132.61900000000003,,99123063,,,,rail,False,,"LINESTRING (-9.041931 38.8841201, -9.0420987 38.8839256, -9.0422024 38.883779, -9.042288 38.8836099, -9.0423556 38.8834028, -9.0423815 38.8832236, -9.0423901 38.8830084)",yard
2342,1146583899,1146585039,,,40.071,,99123096,,,,rail,False,,,yard
2343,1146583899,1146585328,,,41.242,,99123096,,,,rail,False,,,yard
2344,1146583899,1146584846,,,214.74099999999999,,99123178,,,,rail,False,,"LINESTRING (-9.0882306 38.8185579, -9.0882495 38.8182381, -9.0882361 38.8179309, -9.0882173 38.8177323, -9.0881556 38.8170949, -9.0880966 38.8168337, -9.0880486 38.8166371)",yard
2345,1146583996,1146584818,,,42.631,,99123095,,,,rail,False,,,crossover
2346,1146583996,1678175253,190,Linha do Norte,75.109,,155422235,,,,rail,False,,,
2347,1146584000,1146584108,,,546.2090000000001,,155422236,,,,rail,False,,"LINESTRING (-9.0483145 38.8769533, -9.0477856 38.8774316, -9.0448796 38.8800497, -9.0441961 38.8806749)",yard
2348,1146584004,1146585359,,,41.818,,155425221,,,,rail,False,,,yard
2349,1146584004,1678205851,,,369.128,,99123090,,,,rail,False,,"LINESTRING (-9.0502094 38.8790687, -9.0487153 38.8784785, -9.0485173 38.8784299, -9.04823 38.8783893, -9.0479696 38.8783806, -9.0476712 38.8783838, -9.047415 38.878416, -9.047112 38.8784867, -9.0468778 38.8785612, -9.0466895 38.878638, -9.0464731 38.8787349, -9.0462789 38.8788435)",yard
2350,1146584006,1146584091,,,105.272,,99123103,,,,rail,False,,"LINESTRING (-9.0378372 38.8863031, -9.0376665 38.8865034, -9.0371369 38.887077)",crossover
2351,1146584006,1146585617,190,Linha 4 (Alverca),813.386,,"[155323473, 155323468]",,,,rail,False,,"LINESTRING (-9.0378372 38.8863031, -9.03688 38.8871583, -9.0351092 38.8887655, -9.0340072 38.8897934, -9.0333364 38.8903998, -9.0329587 38.8907412, -9.0326116 38.8910665, -9.032064 38.8915853, -9.0318232 38.8918189, -9.0317588 38.8918814)",
2352,1146584006,1146584177,190,,430.08799999999997,,155422230,,,,rail,False,,"LINESTRING (-9.0378372 38.8863031, -9.0389367 38.885305, -9.0392616 38.8850085, -9.0394716 38.8848169, -9.040013 38.8843005, -9.041013 38.8833289)",
2353,1146584018,1146585363,,,833.317,,99123156,,,,rail,False,,"LINESTRING (-9.0887682 38.8168942, -9.0890783 38.8163112, -9.0899071 38.8147041, -9.0905428 38.8134376, -9.0911356 38.812286, -9.0917578 38.8110885, -9.0922138 38.8101689, -9.0923247 38.8099315)",yard
2354,1146584018,1933979028,,,754.182,,99123230,,,,rail,False,,"LINESTRING (-9.0887682 38.8168942, -9.0888718 38.8166164, -9.0889925 38.816376, -9.0891856 38.8159936, -9.0894753 38.8154419, -9.0899554 38.8145098, -9.090634 38.8131513, -9.0911973 38.8120352, -9.0917471 38.8110028, -9.0919583 38.8105852)",yard
2355,1146584018,1146585008,,,66.307,,99123230,,,,rail,False,,"LINESTRING (-9.0887682 38.8168942, -9.088684 38.81712, -9.0885604 38.8174681)",yard
2356,1146584046,1146584117,,,81.59,,99123078,,,,rail,False,,"LINESTRING (-9.0934128 38.8081916, -9.0932009 38.8085052, -9.093022 38.808858)",yard
2357,1146584049,1146585365,,,93.46,,99123186,,,,rail,False,,,yard
2358,1146584058,1146585580,,,39.995,,99123120,,,,rail,False,,,yard
2359,1146584058,1146585649,,,442.63899999999995,,99123120,,,,rail,False,,"LINESTRING (-9.087418 38.8208231, -9.0871605 38.8211888, -9.0867931 38.8218554, -9.0866885 38.8220519, -9.0865865 38.8222922, -9.0863425 38.823011, -9.0861011 38.8237111, -9.0858516 38.8244466, -9.0858 38.824584)",yard
2360,1146584066,1146585279,,,495.991,,99123140,,,,rail,False,,"LINESTRING (-9.0857846 38.8213623, -9.0852937 38.8223131, -9.0849772 38.8229504, -9.0847385 38.823452, -9.0845963 38.823803, -9.0845293 38.8240621, -9.0844944 38.8242711, -9.0844837 38.8245448, -9.0845132 38.8248604, -9.0845722 38.8251049, -9.0846393 38.8253138, -9.0847787 38.8256147)",yard
2361,1146584069,1146585019,,,125.034,,155422228,,,,rail,False,,,yard
2362,1146584069,1146585349,,,165.99,,99123045,,,,rail,False,,"LINESTRING (-9.0384153 38.8861776, -9.0386759 38.8859859, -9.0388779 38.8858513, -9.0391018 38.8857306, -9.0393167 38.8856357, -9.0395805 38.8855446, -9.0397125 38.8855047, -9.0400309 38.885404)",yard
2363,1146584091,1678175253,190,Linha do Norte,64.713,,155422235,,,,rail,False,,,
2364,1146584091,7866198989,190,Linha do Norte,610.1450000000001,,155422235,,,,rail,False,,"LINESTRING (-9.0371369 38.887077, -9.0389941 38.8853488, -9.0395303 38.8848535, -9.0400721 38.884331, -9.0410522 38.8833514, -9.0415765 38.882816)",
2365,1146584108,1146585425,,,39.396,,99123199,,,,rail,False,,,yard
2366,1146584117,1146584540,,,618.529,,"[99123230, 99123206]",,,,rail,False,,"LINESTRING (-9.093022 38.808858, -9.0934342 38.8082523, -9.0940967 38.807272, -9.0943757 38.806856, -9.0946144 38.8064338, -9.0947404 38.8061935, -9.0952152 38.8052424, -9.095462 38.8047951, -9.0955531 38.8046471, -9.0956388 38.8045081, -9.0960681 38.8038336)",yard
2367,1146584117,1146584695,,,62.15,,99123230,,,,rail,False,,"LINESTRING (-9.093022 38.808858, -9.0929407 38.8089775, -9.0926805 38.8093495)",yard
2368,1146584177,1146585637,,,86.294,,99123116,,,,rail,False,,,
